comments,duration,languages,name,ratings,tags,title,views
174,841,35,Joan Halifax: Compassion and the true meaning of empathy,"[{'id': 10, 'name': 'Inspiring', 'count': 1076}, {'id': 22, 'name': 'Fascinating', 'count': 172}, {'id': 25, 'name': 'OK', 'count': 100}, {'id': 2, 'name': 'Confusing', 'count': 37}, {'id': 1, 'name': 'Beautiful', 'count': 519}, {'id': 24, 'name': 'Persuasive', 'count': 202}, {'id': 23, 'name': 'Jaw-dropping', 'count': 53}, {'id': 3, 'name': 'Courageous', 'count': 248}, {'id': 8, 'name': 'Informative', 'count': 112}, {'id': 26, 'name': 'Obnoxious', 'count': 58}, {'id': 21, 'name': 'Unconvincing', 'count': 72}, {'id': 11, 'name': 'Longwinded', 'count': 80}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 21}]","['Buddhism', 'compassion', 'culture', 'death', 'global issues']",Compassion and the true meaning of empathy,1451656
78,970,27,Edward Tenner: Unintended consequences,"[{'id': 25, 'name': 'OK', 'count': 136}, {'id': 8, 'name': 'Informative', 'count': 249}, {'id': 22, 'name': 'Fascinating', 'count': 97}, {'id': 10, 'name': 'Inspiring', 'count': 64}, {'id': 21, 'name': 'Unconvincing', 'count': 74}, {'id': 11, 'name': 'Longwinded', 'count': 131}, {'id': 9, 'name': 'Ingenious', 'count': 29}, {'id': 24, 'name': 'Persuasive', 'count': 56}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 60}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 9}]","['culture', 'design', 'history', 'invention', 'technology']",Unintended consequences,790122
109,840,30,Sarah Kaminsky: My father the forger,"[{'id': 3, 'name': 'Courageous', 'count': 313}, {'id': 10, 'name': 'Inspiring', 'count': 409}, {'id': 1, 'name': 'Beautiful', 'count': 214}, {'id': 8, 'name': 'Informative', 'count': 57}, {'id': 24, 'name': 'Persuasive', 'count': 15}, {'id': 22, 'name': 'Fascinating', 'count': 198}, {'id': 23, 'name': 'Jaw-dropping', 'count': 66}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 7, 'name': 'Funny', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 32}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 11}]","['TEDx', 'culture', 'entertainment', 'global issues', 'history', 'storytelling', 'war']",My father the forger,593099
245,911,29,Lee Cronin: Making matter come alive,"[{'id': 9, 'name': 'Ingenious', 'count': 172}, {'id': 11, 'name': 'Longwinded', 'count': 100}, {'id': 21, 'name': 'Unconvincing', 'count': 156}, {'id': 25, 'name': 'OK', 'count': 84}, {'id': 22, 'name': 'Fascinating', 'count': 298}, {'id': 8, 'name': 'Informative', 'count': 196}, {'id': 23, 'name': 'Jaw-dropping', 'count': 80}, {'id': 3, 'name': 'Courageous', 'count': 42}, {'id': 10, 'name': 'Inspiring', 'count': 106}, {'id': 2, 'name': 'Confusing', 'count': 64}, {'id': 1, 'name': 'Beautiful', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 58}, {'id': 26, 'name': 'Obnoxious', 'count': 29}, {'id': 7, 'name': 'Funny', 'count': 4}]","['biology', 'life', 'nanoscale', 'science']",Making matter come alive,693722
159,270,40,Raghava KK: Shake up your story,"[{'id': 3, 'name': 'Courageous', 'count': 117}, {'id': 7, 'name': 'Funny', 'count': 281}, {'id': 21, 'name': 'Unconvincing', 'count': 51}, {'id': 10, 'name': 'Inspiring', 'count': 503}, {'id': 24, 'name': 'Persuasive', 'count': 152}, {'id': 1, 'name': 'Beautiful', 'count': 213}, {'id': 22, 'name': 'Fascinating', 'count': 128}, {'id': 9, 'name': 'Ingenious', 'count': 249}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 26, 'name': 'Obnoxious', 'count': 30}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 67}, {'id': 23, 'name': 'Jaw-dropping', 'count': 41}, {'id': 8, 'name': 'Informative', 'count': 56}]","['books', 'creativity', 'design', 'entertainment', 'storytelling', 'technology']",Shake up your story,946354
374,1131,29,Yasheng Huang: Does democracy stifle economic growth?,"[{'id': 24, 'name': 'Persuasive', 'count': 276}, {'id': 25, 'name': 'OK', 'count': 80}, {'id': 10, 'name': 'Inspiring', 'count': 108}, {'id': 8, 'name': 'Informative', 'count': 512}, {'id': 22, 'name': 'Fascinating', 'count': 158}, {'id': 2, 'name': 'Confusing', 'count': 31}, {'id': 3, 'name': 'Courageous', 'count': 49}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 21, 'name': 'Unconvincing', 'count': 103}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 23}, {'id': 1, 'name': 'Beautiful', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 15}]","['Asia', 'culture', 'democracy', 'economics', 'global issues', 'politics']",Does democracy stifle economic growth?,992224
185,1119,36,Misha Glenny: Hire the hackers!,"[{'id': 24, 'name': 'Persuasive', 'count': 331}, {'id': 22, 'name': 'Fascinating', 'count': 328}, {'id': 10, 'name': 'Inspiring', 'count': 134}, {'id': 8, 'name': 'Informative', 'count': 439}, {'id': 3, 'name': 'Courageous', 'count': 94}, {'id': 7, 'name': 'Funny', 'count': 57}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 23, 'name': 'Jaw-dropping', 'count': 67}, {'id': 21, 'name': 'Unconvincing', 'count': 56}, {'id': 11, 'name': 'Longwinded', 'count': 49}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 79}, {'id': 1, 'name': 'Beautiful', 'count': 24}]","['Internet', 'computers', 'crime', 'global issues', 'technology']",Hire the hackers!,1264969
167,545,34,Kate Hartman: The art of wearable communication,"[{'id': 26, 'name': 'Obnoxious', 'count': 114}, {'id': 7, 'name': 'Funny', 'count': 391}, {'id': 22, 'name': 'Fascinating', 'count': 82}, {'id': 9, 'name': 'Ingenious', 'count': 127}, {'id': 2, 'name': 'Confusing', 'count': 49}, {'id': 3, 'name': 'Courageous', 'count': 48}, {'id': 21, 'name': 'Unconvincing', 'count': 144}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 1, 'name': 'Beautiful', 'count': 61}, {'id': 25, 'name': 'OK', 'count': 97}, {'id': 10, 'name': 'Inspiring', 'count': 138}, {'id': 11, 'name': 'Longwinded', 'count': 41}, {'id': 24, 'name': 'Persuasive', 'count': 15}, {'id': 8, 'name': 'Informative', 'count': 30}]","['art', 'communication', 'culture', 'glacier']",The art of wearable communication,872169
148,662,35,Richard Resnick: Welcome to the genomic revolution,"[{'id': 1, 'name': 'Beautiful', 'count': 25}, {'id': 23, 'name': 'Jaw-dropping', 'count': 199}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 22, 'name': 'Fascinating', 'count': 384}, {'id': 7, 'name': 'Funny', 'count': 105}, {'id': 8, 'name': 'Informative', 'count': 367}, {'id': 24, 'name': 'Persuasive', 'count': 143}, {'id': 10, 'name': 'Inspiring', 'count': 120}, {'id': 21, 'name': 'Unconvincing', 'count': 26}, {'id': 25, 'name': 'OK', 'count': 25}, {'id': 9, 'name': 'Ingenious', 'count': 68}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 6}]","['Bioethics', 'DNA', 'TEDx', 'biotech', 'health care', 'science', 'technology']",Welcome to the genomic revolution,852507
161,792,30,Lauren Zalaznick: The conscience of television,"[{'id': 24, 'name': 'Persuasive', 'count': 75}, {'id': 22, 'name': 'Fascinating', 'count': 165}, {'id': 8, 'name': 'Informative', 'count': 311}, {'id': 25, 'name': 'OK', 'count': 102}, {'id': 2, 'name': 'Confusing', 'count': 45}, {'id': 21, 'name': 'Unconvincing', 'count': 253}, {'id': 11, 'name': 'Longwinded', 'count': 48}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 3, 'name': 'Courageous', 'count': 12}, {'id': 10, 'name': 'Inspiring', 'count': 40}, {'id': 26, 'name': 'Obnoxious', 'count': 47}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 1, 'name': 'Beautiful', 'count': 9}]","['culture', 'entertainment']",The conscience of television,647752
126,1177,0,Sasha Dichter: The Generosity Experiment,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 46}, {'id': 10, 'name': 'Inspiring', 'count': 457}, {'id': 24, 'name': 'Persuasive', 'count': 250}, {'id': 1, 'name': 'Beautiful', 'count': 55}, {'id': 3, 'name': 'Courageous', 'count': 153}, {'id': 8, 'name': 'Informative', 'count': 150}, {'id': 9, 'name': 'Ingenious', 'count': 57}, {'id': 22, 'name': 'Fascinating', 'count': 67}, {'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 33}, {'id': 25, 'name': 'OK', 'count': 53}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 12}]","['business', 'global issues', 'philanthropy']",The Generosity Experiment,293626
592,1219,33,Niall Ferguson: The 6 killer apps of prosperity,"[{'id': 22, 'name': 'Fascinating', 'count': 556}, {'id': 8, 'name': 'Informative', 'count': 728}, {'id': 9, 'name': 'Ingenious', 'count': 140}, {'id': 21, 'name': 'Unconvincing', 'count': 205}, {'id': 11, 'name': 'Longwinded', 'count': 70}, {'id': 25, 'name': 'OK', 'count': 84}, {'id': 24, 'name': 'Persuasive', 'count': 527}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 2, 'name': 'Confusing', 'count': 42}, {'id': 10, 'name': 'Inspiring', 'count': 169}, {'id': 26, 'name': 'Obnoxious', 'count': 148}, {'id': 23, 'name': 'Jaw-dropping', 'count': 135}, {'id': 7, 'name': 'Funny', 'count': 65}, {'id': 1, 'name': 'Beautiful', 'count': 33}]","['business', 'culture', 'economics', 'global issues']",The 6 killer apps of prosperity,1564173
318,848,37,Jean-Baptiste Michel + Erez Lieberman Aiden: What we learned from 5 million books,"[{'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 78}, {'id': 21, 'name': 'Unconvincing', 'count': 73}, {'id': 11, 'name': 'Longwinded', 'count': 67}, {'id': 25, 'name': 'OK', 'count': 126}, {'id': 7, 'name': 'Funny', 'count': 956}, {'id': 8, 'name': 'Informative', 'count': 688}, {'id': 9, 'name': 'Ingenious', 'count': 603}, {'id': 10, 'name': 'Inspiring', 'count': 188}, {'id': 23, 'name': 'Jaw-dropping', 'count': 172}, {'id': 22, 'name': 'Fascinating', 'count': 844}, {'id': 2, 'name': 'Confusing', 'count': 43}, {'id': 1, 'name': 'Beautiful', 'count': 44}, {'id': 24, 'name': 'Persuasive', 'count': 62}]","['Google', 'TEDx', 'data', 'design', 'library', 'technology', 'visualizations', 'writing']",What we learned from 5 million books,1783040
102,256,39,Amy Lockwood: Selling condoms in the Congo,"[{'id': 8, 'name': 'Informative', 'count': 274}, {'id': 24, 'name': 'Persuasive', 'count': 211}, {'id': 3, 'name': 'Courageous', 'count': 43}, {'id': 7, 'name': 'Funny', 'count': 70}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 25, 'name': 'OK', 'count': 125}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 22, 'name': 'Fascinating', 'count': 38}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 10, 'name': 'Inspiring', 'count': 75}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 1, 'name': 'Beautiful', 'count': 12}]","['Africa', 'business', 'global issues', 'marketing', 'philanthropy']",Selling condoms in the Congo,834926
144,783,29,Elizabeth Murchison: Fighting a contagious cancer,"[{'id': 8, 'name': 'Informative', 'count': 317}, {'id': 22, 'name': 'Fascinating', 'count': 201}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 3, 'name': 'Courageous', 'count': 45}, {'id': 10, 'name': 'Inspiring', 'count': 62}, {'id': 23, 'name': 'Jaw-dropping', 'count': 164}, {'id': 25, 'name': 'OK', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 1, 'name': 'Beautiful', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 9, 'name': 'Ingenious', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['animals', 'biology', 'cancer', 'science']",Fighting a contagious cancer,484266
227,350,35,"Sunni Brown: Doodlers, unite!","[{'id': 7, 'name': 'Funny', 'count': 240}, {'id': 9, 'name': 'Ingenious', 'count': 156}, {'id': 3, 'name': 'Courageous', 'count': 100}, {'id': 22, 'name': 'Fascinating', 'count': 350}, {'id': 10, 'name': 'Inspiring', 'count': 442}, {'id': 24, 'name': 'Persuasive', 'count': 412}, {'id': 8, 'name': 'Informative', 'count': 557}, {'id': 23, 'name': 'Jaw-dropping', 'count': 42}, {'id': 1, 'name': 'Beautiful', 'count': 62}, {'id': 21, 'name': 'Unconvincing', 'count': 81}, {'id': 25, 'name': 'OK', 'count': 111}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 3}]","['business', 'creativity', 'culture', 'presentation']","Doodlers, unite!",1258574
231,1112,33,Abraham Verghese: A doctor's touch,"[{'id': 24, 'name': 'Persuasive', 'count': 430}, {'id': 3, 'name': 'Courageous', 'count': 263}, {'id': 10, 'name': 'Inspiring', 'count': 1321}, {'id': 9, 'name': 'Ingenious', 'count': 57}, {'id': 22, 'name': 'Fascinating', 'count': 308}, {'id': 1, 'name': 'Beautiful', 'count': 658}, {'id': 8, 'name': 'Informative', 'count': 250}, {'id': 23, 'name': 'Jaw-dropping', 'count': 138}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 25, 'name': 'OK', 'count': 39}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 7, 'name': 'Funny', 'count': 8}]","['communication', 'culture', 'health', 'health care', 'medicine', 'science']",A doctor's touch,1390908
155,376,37,Geoff Mulgan: A short intro to the Studio School,"[{'id': 25, 'name': 'OK', 'count': 59}, {'id': 8, 'name': 'Informative', 'count': 187}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 10, 'name': 'Inspiring', 'count': 308}, {'id': 24, 'name': 'Persuasive', 'count': 190}, {'id': 22, 'name': 'Fascinating', 'count': 119}, {'id': 9, 'name': 'Ingenious', 'count': 143}, {'id': 23, 'name': 'Jaw-dropping', 'count': 24}, {'id': 3, 'name': 'Courageous', 'count': 66}, {'id': 1, 'name': 'Beautiful', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 1}, {'id': 2, 'name': 'Confusing', 'count': 3}]","['creativity', 'culture', 'design', 'education', 'work']",A short intro to the Studio School,667985
53,516,33,Jarreth Merz: Filming democracy in Ghana,"[{'id': 1, 'name': 'Beautiful', 'count': 37}, {'id': 10, 'name': 'Inspiring', 'count': 149}, {'id': 8, 'name': 'Informative', 'count': 70}, {'id': 24, 'name': 'Persuasive', 'count': 39}, {'id': 3, 'name': 'Courageous', 'count': 51}, {'id': 22, 'name': 'Fascinating', 'count': 16}, {'id': 23, 'name': 'Jaw-dropping', 'count': 5}, {'id': 25, 'name': 'OK', 'count': 29}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 1}]","['Africa', 'democracy', 'entertainment', 'film', 'global issues', 'politics']",Filming democracy in Ghana,399332
339,859,39,Ben Goldacre: Battling bad science,"[{'id': 8, 'name': 'Informative', 'count': 1535}, {'id': 24, 'name': 'Persuasive', 'count': 1069}, {'id': 7, 'name': 'Funny', 'count': 509}, {'id': 3, 'name': 'Courageous', 'count': 393}, {'id': 23, 'name': 'Jaw-dropping', 'count': 243}, {'id': 22, 'name': 'Fascinating', 'count': 583}, {'id': 9, 'name': 'Ingenious', 'count': 128}, {'id': 10, 'name': 'Inspiring', 'count': 260}, {'id': 11, 'name': 'Longwinded', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 28}, {'id': 21, 'name': 'Unconvincing', 'count': 33}, {'id': 25, 'name': 'OK', 'count': 60}, {'id': 2, 'name': 'Confusing', 'count': 32}, {'id': 1, 'name': 'Beautiful', 'count': 28}]","['data', 'health care', 'illness', 'illusion', 'medicine', 'pharmaceuticals', 'science']",Battling bad science,2204314
117,355,29,Danielle de Niese: A flirtatious aria,"[{'id': 1, 'name': 'Beautiful', 'count': 251}, {'id': 10, 'name': 'Inspiring', 'count': 35}, {'id': 26, 'name': 'Obnoxious', 'count': 37}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 25, 'name': 'OK', 'count': 82}, {'id': 23, 'name': 'Jaw-dropping', 'count': 54}, {'id': 21, 'name': 'Unconvincing', 'count': 53}, {'id': 2, 'name': 'Confusing', 'count': 22}, {'id': 22, 'name': 'Fascinating', 'count': 42}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 3}, {'id': 8, 'name': 'Informative', 'count': 7}, {'id': 3, 'name': 'Courageous', 'count': 4}, {'id': 24, 'name': 'Persuasive', 'count': 4}]","['creativity', 'entertainment', 'sex', 'theater']",A flirtatious aria,787092
514,1034,32,Yang Lan: The generation that's remaking China,"[{'id': 1, 'name': 'Beautiful', 'count': 298}, {'id': 26, 'name': 'Obnoxious', 'count': 35}, {'id': 10, 'name': 'Inspiring', 'count': 387}, {'id': 2, 'name': 'Confusing', 'count': 38}, {'id': 8, 'name': 'Informative', 'count': 605}, {'id': 25, 'name': 'OK', 'count': 197}, {'id': 23, 'name': 'Jaw-dropping', 'count': 54}, {'id': 24, 'name': 'Persuasive', 'count': 142}, {'id': 3, 'name': 'Courageous', 'count': 140}, {'id': 22, 'name': 'Fascinating', 'count': 202}, {'id': 21, 'name': 'Unconvincing', 'count': 68}, {'id': 11, 'name': 'Longwinded', 'count': 59}, {'id': 9, 'name': 'Ingenious', 'count': 42}, {'id': 7, 'name': 'Funny', 'count': 59}]","['Asia', 'china', 'economics', 'global issues', 'media', 'politics']",The generation that's remaking China,1776828
153,1131,27,Christoph Adami: Finding life we can't imagine,"[{'id': 24, 'name': 'Persuasive', 'count': 67}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 22, 'name': 'Fascinating', 'count': 284}, {'id': 8, 'name': 'Informative', 'count': 215}, {'id': 10, 'name': 'Inspiring', 'count': 93}, {'id': 9, 'name': 'Ingenious', 'count': 194}, {'id': 23, 'name': 'Jaw-dropping', 'count': 69}, {'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 2, 'name': 'Confusing', 'count': 55}, {'id': 7, 'name': 'Funny', 'count': 21}, {'id': 26, 'name': 'Obnoxious', 'count': 26}, {'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 11, 'name': 'Longwinded', 'count': 53}]","['TEDx', 'bacteria', 'biology', 'evolution', 'life', 'science']",Finding life we can't imagine,598693
371,349,47,"Graham Hill: Less stuff, more happiness","[{'id': 24, 'name': 'Persuasive', 'count': 1061}, {'id': 22, 'name': 'Fascinating', 'count': 355}, {'id': 8, 'name': 'Informative', 'count': 559}, {'id': 10, 'name': 'Inspiring', 'count': 1475}, {'id': 25, 'name': 'OK', 'count': 392}, {'id': 1, 'name': 'Beautiful', 'count': 125}, {'id': 3, 'name': 'Courageous', 'count': 134}, {'id': 11, 'name': 'Longwinded', 'count': 33}, {'id': 7, 'name': 'Funny', 'count': 91}, {'id': 9, 'name': 'Ingenious', 'count': 350}, {'id': 23, 'name': 'Jaw-dropping', 'count': 47}, {'id': 21, 'name': 'Unconvincing', 'count': 194}, {'id': 26, 'name': 'Obnoxious', 'count': 45}, {'id': 2, 'name': 'Confusing', 'count': 31}]","['consumerism', 'culture', 'design', 'happiness', 'media', 'simplicity']","Less stuff, more happiness",3729820
1627,904,0,Steve Jobs: How to live before you die,"[{'id': 10, 'name': 'Inspiring', 'count': 17290}, {'id': 22, 'name': 'Fascinating', 'count': 3364}, {'id': 9, 'name': 'Ingenious', 'count': 1197}, {'id': 1, 'name': 'Beautiful', 'count': 3854}, {'id': 3, 'name': 'Courageous', 'count': 4151}, {'id': 24, 'name': 'Persuasive', 'count': 2606}, {'id': 23, 'name': 'Jaw-dropping', 'count': 2051}, {'id': 26, 'name': 'Obnoxious', 'count': 134}, {'id': 7, 'name': 'Funny', 'count': 783}, {'id': 11, 'name': 'Longwinded', 'count': 158}, {'id': 25, 'name': 'OK', 'count': 863}, {'id': 8, 'name': 'Informative', 'count': 1368}, {'id': 2, 'name': 'Confusing', 'count': 138}, {'id': 21, 'name': 'Unconvincing', 'count': 201}]","['business', 'computers', 'creativity', 'death', 'design', 'goal-setting', 'innovation', 'life', 'technology']",How to live before you die,8744428
